"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"ENSG00000224777.3",3.66909900359831,-0.60656938285307,1.04938628649996,-0.578022974624693,0.563248608218705,NA,"OR4F2P"
"ENSG00000252464.1",2.17278867029549,-0.712909221871942,1.23339434499601,-0.578005910894821,0.563260128550426,NA,"RN7SKP70"
"ENSG00000261268.2",3.22027117560619,0.701669607231139,1.21423421832398,0.577870065463696,0.563351846691584,NA,"QKILA"
"ENSG00000245526.13",12.719093801055,0.315370802727055,0.54586030175888,0.577750024522505,0.56343290017972,0.948392265989808,"LINC00461"
"ENSG00000128050.9",39973.8224677175,-0.0390125951764802,0.0675284973821508,-0.577720468970365,0.563452857405167,0.948392265989808,"PAICS"
"ENSG00000119661.15",2295.97918940199,-0.0601338130358558,0.104095867386149,-0.577677236818501,0.563482050293796,0.948392265989808,"DNAL1"
"ENSG00000260425.1",1.77411826304352,0.847925635385284,1.46785444594921,0.577663294698789,0.563491464987538,NA,"ENSG00000260425"
"ENSG00000178462.12",2.95718467647037,0.723105841879076,1.25189677752731,0.577608198103458,0.563528670801674,NA,"TUBAL3"
"ENSG00000186076.5",118.247657671629,0.10512844687022,0.182043480708528,0.577490863507181,0.563607908848073,0.948392265989808,"ENSG00000186076"
"ENSG00000289609.2",12.9791939070338,-0.315405140817087,0.546198164448084,-0.577455512205528,0.563631783235285,0.948392265989808,"ENSG00000289609"
"ENSG00000165609.14",7133.68620457849,0.0432896489002853,0.0749709211259942,0.577419194670608,0.563656310672542,0.948392265989808,"NUDT5"
"ENSG00000270681.1",84.7934510082909,-0.131144253890857,0.227133001951319,-0.577389691344657,0.563676236439238,0.948392265989808,"ENSG00000270681"
"ENSG00000164100.9",606.915881140394,0.0624970274461606,0.108244265977471,0.577370328874217,0.563689313524585,0.948392265989808,"NDST3"
"ENSG00000290112.1",1.76607739871326,0.840345241581879,1.4556360863764,0.577304485267194,0.563733784277978,NA,"ENSG00000290112"
"ENSG00000223799.3",11.7783621600955,-0.32283357094309,0.559212444330375,-0.577300405626103,0.563736539722022,0.948394049259643,"IL10RB-DT"
"ENSG00000251279.3",25.9337772377729,-0.220601320057833,0.382176514045271,-0.577223643919944,0.563788386812696,0.948403605494039,"SMIM15-AS1"
"ENSG00000235407.1",5.12443065438102,-0.490699289685006,0.850139315709618,-0.57719867863706,0.563805249586521,NA,"CYMP-AS1"
"ENSG00000172476.4",201.248636246092,-0.100520198251851,0.174195107663756,-0.577055231917777,0.563902145229867,0.948517298735541,"RAB40A"
"ENSG00000287961.1",4.07418243102853,-0.536932749125796,0.930552985155189,-0.577003951082109,0.563936786445667,NA,"ENSG00000287961"
"ENSG00000139842.15",7426.16770288845,-0.0435411243326458,0.0754749175250612,-0.576895288665776,0.56401019343793,0.948621369231653,"CUL4A"
"ENSG00000272072.1",11.053003480707,-0.316239148747978,0.548437306385297,-0.576618594442971,0.564197135243465,0.948690157979893,"ENSG00000272072"
"ENSG00000259585.2",2.20314784545326,-0.728297570387344,1.26316205440306,-0.576567011214976,0.564231989511483,NA,"RBM17P4"
"ENSG00000124171.9",2278.38630120738,-0.0583665657700926,0.10123343132963,-0.576554256864443,0.564240607657623,0.948690157979893,"PARD6B"
"ENSG00000119718.11",3183.57191184605,0.045361131047076,0.0786818719203644,0.576513114647132,0.564268407987353,0.948690157979893,"EIF2B2"
"ENSG00000047662.5",26.5577311749041,-0.226935385498094,0.393697139209551,-0.57642122051922,0.564330504422379,0.948690157979893,"FAM184B"
"ENSG00000247372.2",1.05821425034663,-1.12340763838642,1.94921678912944,-0.57633796540823,0.564386765977807,NA,"ENSG00000247372"
"ENSG00000254771.1",1.05821425034663,-1.12340763838642,1.94921678912944,-0.57633796540823,0.564386765977807,NA,"ENSG00000254771"
"ENSG00000176970.8",1.05821425034663,-1.12340763838642,1.94921678912944,-0.57633796540823,0.564386765977807,NA,"RPL7L1P11"
"ENSG00000239763.2",11.4850304199708,0.342405440606509,0.59416992250737,0.576275283611755,0.564429126424364,0.948690157979893,"RPL21P118"
"ENSG00000107331.18",3752.80686061375,0.0572964169309942,0.0994314089440613,0.576240621947018,0.564452551483366,0.948690157979893,"ABCA2"
"ENSG00000185668.8",29.0881445227483,0.212614065472638,0.368996686377151,0.576195053565672,0.564483348235478,0.948690157979893,"POU3F1"
"ENSG00000167766.21",1778.97901214781,-0.0662154093904,0.114919841927525,-0.576187786893748,0.564488259388647,0.948690157979893,"ZNF83"
"ENSG00000130338.13",2495.26595354839,-0.0533074549842586,0.0925343177495876,-0.576083082262701,0.564559025906421,0.948690157979893,"TULP4"
"ENSG00000110400.11",8642.01095571346,-0.0632812387011922,0.109893585275145,-0.575841060629268,0.564722616938802,0.948690157979893,"NECTIN1"
"ENSG00000144119.4",480.182235167997,-0.0723904206573132,0.125717558785393,-0.575817899716681,0.564738273419098,0.948690157979893,"C1QL2"
"ENSG00000112282.18",2679.10525930854,-0.0666004309354391,0.115670699837236,-0.575776156184362,0.564766492039652,0.948690157979893,"MED23"
"ENSG00000103335.22",4036.70653890754,0.0500959388553041,0.0870079867143491,0.575762533384104,0.564775701197036,0.948690157979893,"PIEZO1"
"ENSG00000132286.12",3334.75606376417,0.0480292400972541,0.0834238473509949,0.57572554637977,0.564800705168337,0.948690157979893,"TIMM10B"
"ENSG00000286873.1",116.869411382517,-0.111960853668911,0.194512403778763,-0.575597501721559,0.564887270087856,0.948690157979893,"ENSG00000286873"
"ENSG00000004487.18",35272.1161479728,-0.0404120775487236,0.0702229234601554,-0.575482699344659,0.564964887953782,0.948690157979893,"KDM1A"
"ENSG00000102309.15",1919.51967162076,0.0550051528075322,0.0955836870437761,0.5754659033224,0.564976244171377,0.948690157979893,"PIN4"
"ENSG00000085733.16",13640.9757172159,0.0477138597396342,0.0829165986928912,0.575444006288272,0.564991049477592,0.948690157979893,"CTTN"
"ENSG00000188227.14",1236.54073023043,-0.0771966432678104,0.13415281759855,-0.57543810595779,0.564995038917336,0.948690157979893,"ZNF793"
"ENSG00000075240.17",3247.61098425535,0.0577535914515693,0.100367928048572,0.575418787400094,0.565008101029929,0.948690157979893,"GRAMD4"
"ENSG00000225920.2",7.14798533846572,0.465308545411315,0.808643637088231,0.575418545413652,0.565008264648352,NA,"RIMKLBP2"
"ENSG00000197818.12",1313.09145112219,0.0531896418157802,0.09243943891502,0.5753998773692,0.565020887060507,0.948690157979893,"SLC9A8"
"ENSG00000288909.2",1.45046902377426,-0.97888605889878,1.70161003042194,-0.575270503463153,0.565108367049023,NA,"ENSG00000288909"
"ENSG00000175984.16",2293.45680278489,-0.0788275749403849,0.137052642707209,-0.575162750482582,0.5651812323798,0.948693661994572,"DENND2C"
"ENSG00000104998.4",573.994045631612,0.0671769388648901,0.116814893436565,0.575071695813942,0.565242809404011,0.948693661994572,"IL27RA"
"ENSG00000166170.12",5560.40631528471,-0.0467563977493583,0.0813283950936876,-0.574908649008707,0.56535308019817,0.948693661994572,"BAG5"
"ENSG00000229839.6",11.1919489879437,-0.358811415007664,0.624145894358907,-0.574883882519516,0.565369831019409,0.948693661994572,"ENSG00000229839"
"ENSG00000280433.2",149.132050686186,-0.106215025315433,0.184782625853378,-0.574810671863235,0.565419348459824,0.948693661994572,"ENSG00000280433"
"ENSG00000184887.14",1834.85074154786,-0.066063434238721,0.1149314333759,-0.574807363818832,0.565421585968714,0.948693661994572,"BTBD6"
"ENSG00000271009.3",9.80964136804182,-0.361043327191501,0.628120138060487,-0.574799795953577,0.565426704769021,0.948693661994572,"ENSG00000271009"
"ENSG00000261848.5",4.09862500895085,-0.588066778631967,1.02309727101357,-0.574790682463042,0.56543286903863,NA,"ENSG00000261848"
"ENSG00000175928.6",12386.8091848867,0.04906714328594,0.0853882283799186,0.574635921331277,0.565537552778095,0.948693661994572,"LRRN1"
"ENSG00000164944.12",8424.85916307889,-0.0489284088801529,0.0851510011444236,-0.574607558602465,0.565556738943985,0.948693661994572,"VIRMA"
"ENSG00000287637.1",1.45668356646316,-0.97735063746278,1.70125361710351,-0.574488499326033,0.565637280833727,NA,"ENSG00000287637"
"ENSG00000293311.1",457.217374863151,0.0729006760416158,0.126907251738664,0.574440585883444,0.565669695143844,0.948693661994572,"SMPD4BP"
"ENSG00000236751.4",15.5654399853206,0.269733355905237,0.469571921367771,0.574423945792066,0.565680952675218,0.948693661994572,"LINC01186"
"ENSG00000159733.14",55.3968597278857,-0.154741450844745,0.269385559712885,-0.574423703370256,0.565681116681791,0.948693661994572,"ZFYVE28"
"ENSG00000175868.14",32.9352696549454,0.203271574939039,0.353870588816476,0.574423479551898,0.565681268102519,0.948693661994572,"CALCB"
"ENSG00000118579.13",12256.1784220141,0.0445528398663815,0.0775717855790513,0.574343358655563,0.565735473863245,0.948693661994572,"MED28"
"ENSG00000142347.20",55.9956263653848,0.152592276248302,0.265712873951896,0.574275058557858,0.565781684236896,0.948693661994572,"MYO1F"
"ENSG00000140521.18",4012.11610098682,-0.0493495484463775,0.0859546498291287,-0.57413471574232,0.565876642848797,0.948693661994572,"POLG"
"ENSG00000264755.1",61.5835605605461,0.155304874283452,0.270508514576181,0.574121944097678,0.56588528476576,0.948693661994572,"MIR3131"
"ENSG00000130726.12",52220.2359754912,-0.0696677410444099,0.121346907037382,-0.574120451400944,0.565886294801227,0.948693661994572,"TRIM28"
"ENSG00000220884.2",6.63640980571717,0.413675118108925,0.720544436320332,0.574114651722906,0.565890219170216,NA,"MESTP1"
"ENSG00000163001.12",4913.21536097753,0.0513494005376632,0.0894519308211699,0.574044630074219,0.565937600553383,0.948693661994572,"CFAP36"
"ENSG00000251332.1",2.65141589403416,0.738918002419365,1.28731404443697,0.573999798737958,0.56596793746757,NA,"PSME2P4"
"ENSG00000114541.15",3214.65419640753,-0.0586202379118612,0.102129259203219,-0.573980839273667,0.56598076738119,0.948693661994572,"FRMD4B"
"ENSG00000166479.10",3579.13007730178,0.0750060316456511,0.130681988476981,0.573958450738319,0.565995917934958,0.948693661994572,"TMX3"
"ENSG00000205581.11",33951.9780856273,0.0419332440776029,0.0730733590851694,0.57385132697579,0.566068412388895,0.948693661994572,"HMGN1"
"ENSG00000112237.13",9672.62153391732,0.0614126442597393,0.107022996611859,0.573826618614172,0.566085134047094,0.948693661994572,"CCNC"
"ENSG00000012174.12",4178.97960672124,0.0553344306851813,0.096445589946042,0.573737282504457,0.566145595229985,0.948717592202429,"MBTPS2"
"ENSG00000230204.1",5.53772314795596,-0.491689321418507,0.85703706895865,-0.573708348480117,0.566165177957495,NA,"FTH1P5"
"ENSG00000102858.13",8895.6289186271,0.0570092865443403,0.0993904659778652,0.573589086070253,0.566245898929031,0.948808279094541,"MGRN1"
"ENSG00000213397.12",8.49457355393402,-0.470943935478342,0.82113598182713,-0.573527340052049,0.566287692964042,NA,"HAUS7"
"ENSG00000232876.1",3.37543964653692,-0.637999371519843,1.11257179317821,-0.573445574866957,0.566343039652686,NA,"ENSG00000232876"
"ENSG00000272158.1",4.3249021477539,0.59036751137807,1.02954448388255,0.573425937995136,0.566356332198039,NA,"ENSG00000272158"
"ENSG00000266969.1",11.4887319331623,0.404839063353977,0.706026903974365,0.573404584265922,0.566370787084364,0.948940141837867,"CEP192-DT"
"ENSG00000288056.1",4.42449755716448,-0.514042694152663,0.896636603854604,-0.573301036275806,0.566440883881453,NA,"ENSG00000288056"
"ENSG00000121410.12",1.76675147131623,0.841526702018173,1.46821751750373,0.573162145244623,0.56653491267934,NA,"A1BG"
"ENSG00000008710.20",1482.23839374256,-0.0607465006448988,0.105988919668292,-0.573140105918751,0.566549833922876,0.949161243546232,"PKD1"
"ENSG00000283900.1",1.06134392019204,-1.11629688997161,1.94769492462081,-0.573137443580359,0.566551636413612,NA,"TPTEP2-CSNK1E"
"ENSG00000168763.16",4212.33776425076,0.04536485303089,0.0791606657454504,0.573073162077307,0.566595157942241,0.949161243546232,"CNNM3"
"ENSG00000174015.10",2.17657001424291,-0.713072136262416,1.24437345232123,-0.573037085396081,0.566619584214063,NA,"CBY2"
"ENSG00000292277.1",59.8574196698467,0.15851136876444,0.276656122370161,0.572954494577765,0.56667550549898,0.949167504025487,"ENSG00000292277"
"ENSG00000110090.13",79.5543210574448,-0.124388910400157,0.217109695294233,-0.572931163813673,0.566691302968047,0.949167504025487,"CPT1A"
"ENSG00000291071.1",124.539557747144,-0.12080863433323,0.210912371528062,-0.572790649775404,0.566786450745758,0.949249474781518,"FAM86JP"
"ENSG00000140287.11",3.59297216709541,0.623687926142856,1.08911577648254,0.572655304064318,0.566878106079612,NA,"HDC"
"ENSG00000278396.1",21.7927006290536,0.241565130038065,0.421885549425081,0.572584508683114,0.5669260511328,0.949405874983379,"ENSG00000278396"
"ENSG00000240919.1",1.78415894668176,0.85147106890764,1.48746724763284,0.572430129310528,0.567030608863209,NA,"RPL21P79"
"ENSG00000101282.9",33.2845919924593,0.212055746001315,0.370497095441986,0.572354678646921,0.567081713288579,0.949536155608504,"RSPO4"
"ENSG00000213221.5",13.9206367855931,-0.296478002201086,0.518032579570559,-0.57231535986957,0.567108345652371,0.949536155608504,"DNLZ"
"ENSG00000140830.9",1179.25222564613,0.0579741746471192,0.10130653252284,0.57226491918523,0.567142512258012,0.949536155608504,"TXNL4B"
"ENSG00000135953.11",2587.58209230537,0.0503507559068454,0.0880058306242904,0.572129773103331,0.567234059946935,0.949612035978313,"MFSD9"
"ENSG00000217897.2",1.55138682570178,0.891923831816497,1.55896963366363,0.572123928880158,0.567238018971852,NA,"HSPE1P8"
"ENSG00000260954.1",6.18150703083789,-0.427693773065227,0.747695599652159,-0.572015902279213,0.567311201313293,NA,"ENSG00000260954"
"ENSG00000289385.1",1.93023931637059,-0.906843358284584,1.58543345994914,-0.571984495844862,0.567332478369548,NA,"ENSG00000289385"
"ENSG00000230071.2",14.2310675767793,0.315697341323636,0.55200312441274,0.571912236293041,0.567381433819695,0.949752925098936,"RPL4P6"
"ENSG00000101441.5",41.2647728523067,-0.180858427870099,0.316264407238034,-0.571858305047832,0.567417973261125,0.949752925098936,"CST4"
"ENSG00000237316.1",2.26695106861228,-0.765315857468723,1.33830079951515,-0.571856385160934,0.567419274041682,NA,"ENSG00000237316"
"ENSG00000239494.2",3.23248056431828,0.597145294884337,1.04426080389188,0.571835400370123,0.5674334919556,NA,"RN7SL333P"
"ENSG00000248122.1",3.23248056431828,0.597145294884337,1.04426080389188,0.571835400370123,0.5674334919556,NA,"APOOP4"
"ENSG00000203910.9",3.18362921928234,0.639611922174277,1.11867265707251,0.571759681556981,0.567484795461204,NA,"C1orf146"
"ENSG00000141337.13",390.97742664683,-0.0707689275773874,0.123780997101204,-0.5717269147503,0.567506997396473,0.949752925098936,"ARSG"
"ENSG00000197608.12",664.606364565395,-0.0850024906379408,0.148677759405239,-0.57172297307936,0.567509668198125,0.949752925098936,"ZNF841"
"ENSG00000259056.1",3.51169427306798,0.642357925384886,1.12357911482626,0.571706893541014,0.567520563451436,NA,"DUXAP1"
"ENSG00000143627.19",1.45981323630856,-0.97216379621902,1.70059741983974,-0.571660161821622,0.567552228730078,NA,"PKLR"
"ENSG00000259094.1",24.2252881039163,-0.233974672419219,0.409344191899545,-0.571584199921024,0.567603702100514,0.949752925098936,"ENSG00000259094"
"ENSG00000284738.2",9.82902626421436,-0.359483507190244,0.628943774705039,-0.571567001134296,0.56761535666793,0.949752925098936,"ENSG00000284738"
"ENSG00000225285.1",48.2481625023344,0.160587385763079,0.280996127093658,0.571493235241476,0.567665344607967,0.949752925098936,"LINC01770"
"ENSG00000291208.1",140.043847466136,0.098522858951883,0.17242700799939,0.571388787029417,0.567736128226879,0.949752925098936,"ENSG00000291208"
"ENSG00000105202.9",21560.0465063828,-0.0636071071089221,0.111332234136747,-0.571326962061992,0.567778028444609,0.949752925098936,"FBL"
"ENSG00000284726.1",12.1668807456005,-0.324785547559569,0.568541507513855,-0.57126092513422,0.567822784840503,0.949752925098936,"ENSG00000284726"
"ENSG00000136457.10",13.3088513687943,0.309281684582723,0.541426174908917,0.571235191270079,0.567840226372713,0.949752925098936,"CHAD"
"ENSG00000108242.13",80.7099453287039,0.170121508805121,0.297861266032594,0.571143442284655,0.56790241278091,0.949752925098936,"CYP2C18"
"ENSG00000222533.1",3.30850675353249,-0.615862456521054,1.07830216772305,-0.571140886994147,0.567904144774104,NA,"RNU6-705P"
"ENSG00000211698.2",2.26864195627359,-0.822094536946586,1.43940759968819,-0.571133942272273,0.567908851966343,NA,"TRGV4"
"ENSG00000277741.5",2.26864195627359,-0.822094536946586,1.43940759968819,-0.571133942272273,0.567908851966343,NA,"GOLGA6L17P"
"ENSG00000289402.2",19.1938232174252,-0.259465750248496,0.454311490236938,-0.571118617566059,0.567919239250126,0.949752925098936,"ENSG00000289402"
"ENSG00000108306.13",1571.69721873151,0.064568753424822,0.113081105134844,0.570995068962468,0.568002985410033,0.949815655618909,"FBXL20"
"ENSG00000105085.11",524.184002890714,0.0690575735262422,0.120966340456638,0.570882555143483,0.568079256894017,0.949835628112675,"MED26"
"ENSG00000100083.19",3683.6443881717,0.0562169628598814,0.0984809415251589,0.57084103776079,0.568107402162315,0.949835628112675,"GGA1"
"ENSG00000280693.2",1.45538021825912,-0.970630722326483,1.7005695852943,-0.570768012505944,0.568156908717182,NA,"SH3PXD2A-AS1"
"ENSG00000265542.5",8.02473194264304,0.406649331772281,0.712485523768062,0.570747500414701,0.568170815003181,NA,"ENSG00000265542"
"ENSG00000241544.2",1.83301029171769,0.779672312414435,1.36635971075747,0.570620098262565,0.56825719164442,NA,"LINC02029"
"ENSG00000070610.14",6961.92953646198,0.0437590129321861,0.0766922857388953,0.570579068162957,0.568285010738971,0.950055255176651,"GBA2"
"ENSG00000215873.2",1.06379951743447,-1.11062978244919,1.94650697630656,-0.570575803718197,0.568287224115149,NA,"FEN1P1"
"ENSG00000232303.2",5.54762574987369,0.50491723906653,0.884994468921885,0.570531519458679,0.568317250371339,NA,"DFFBP1"
"ENSG00000272799.1",3.64326348346813,-0.556888612486326,0.976325773995923,-0.570392206493825,0.568411714316231,NA,"ENSG00000272799"
"ENSG00000255931.2",19.0633670355485,-0.277593061902841,0.486692858051358,-0.570366006631534,0.568429480496043,0.950137878843435,"ENSG00000255931"
"ENSG00000288920.1",5152.89709322851,0.0579008539156614,0.101523260536877,0.570321063463378,0.568459957167938,0.950137878843435,"RPSA2"
"ENSG00000160783.19",1277.69395566707,0.0659898013371767,0.115723113330929,0.570238731380032,0.568515789879831,0.950137878843435,"PMF1"
"ENSG00000079974.19",2345.17271970178,-0.0493277040027506,0.0865044175097699,-0.570233352501096,0.568519437606168,0.950137878843435,"RABL2B"
"ENSG00000230894.2",1.4560542908621,-0.969574468402074,1.7004264172965,-0.570194898491167,0.568545515801905,NA,"ENSG00000230894"
"ENSG00000161010.16",1164.06706919904,-0.0591340976675983,0.103721644683548,-0.57012302348285,0.568594260510097,0.950185625450169,"MRNIP"
"ENSG00000050730.16",3.21396599593916,0.619286624563944,1.08638532316048,0.570043253863496,0.568648361580798,NA,"TNIP3"
"ENSG00000133136.6",6.33003483013229,0.43018629981573,0.754679289901916,0.570025314821664,0.568660528473503,NA,"GNG5B"
"ENSG00000124789.12",11377.4392387326,-0.0509587298643143,0.0894005219948204,-0.57000483584723,0.568674418190427,0.950205188804233,"NUP153"
"ENSG00000289745.1",9.78799644586588,-0.360393530400184,0.632330634670426,-0.569944757757977,0.568715166657305,0.950205188804233,"ENSG00000289745"
"ENSG00000072958.9",5244.88265351338,0.060782470814308,0.106657913756867,0.569882427598061,0.568757444084693,0.950205188804233,"AP1M1"
"ENSG00000232626.4",3.19169248211357,0.648556268791005,1.13811543816765,0.569851042382107,0.568778732681156,NA,"ENSG00000232626"
"ENSG00000119242.9",2234.4444012784,0.0573227050393029,0.100599980989159,0.569808308865187,0.568807719443927,0.950205188804233,"CCDC92"
"ENSG00000089685.15",7296.9443447813,0.0627686500810193,0.110165898570679,0.56976479015191,0.568837239542153,0.950205188804233,"BIRC5"
"ENSG00000223685.8",49.2825102709826,0.158058192641139,0.27750034292212,0.569578368721141,0.568963703286325,0.950278021994331,"LINC00571"
"ENSG00000102575.14",69.8295973677871,0.130657796908624,0.229429239514326,0.569490607148465,0.569023243242329,0.950278021994331,"ACP5"
"ENSG00000146282.19",4801.56714709048,-0.0427337275432428,0.0750456441113253,-0.569436481614444,0.569059965033209,0.950278021994331,"RARS2"
"ENSG00000214894.7",1.7988697726125,0.808320989860936,1.41958585476949,0.569406201918087,0.569080508967227,NA,"LINC00243"
"ENSG00000260075.1",14.1357607380381,-0.278353887521578,0.488868745295345,-0.569383684680871,0.569095786517692,0.950278021994331,"NSFP1"
"ENSG00000178947.9",1442.94883018544,0.0499245609076038,0.0876901515403447,0.569329166738119,0.569132776796745,0.950278021994331,"SMIM10L2A"
"ENSG00000260236.2",32.5700812244026,0.192177873508726,0.337573810051442,0.569291419495608,0.56915838887301,0.950278021994331,"PTPN23-DT"
"ENSG00000225419.1",4.35059150554769,0.599309013439169,1.05280980378171,0.569247181481823,0.569188405736465,NA,"RPL21P3"
"ENSG00000198785.7",36.1845184983055,0.18238007962348,0.320452871777204,0.569132298961826,0.569266360617243,0.95038105210565,"GRIN3A"
"ENSG00000228446.2",4.94951874518037,0.510767716562021,0.897589035014559,0.569044068763314,0.569326233713373,NA,"ANKRD49P1"
"ENSG00000067596.12",8242.36641699375,-0.0406433165162271,0.0714403754118973,-0.568912415169904,0.569415579555665,0.950470991857167,"DHX8"
"ENSG00000289255.2",18.4244945376235,-0.269065235022231,0.472980393577339,-0.568871857429825,0.569443105146717,0.950470991857167,"ENSG00000289255"
"ENSG00000155621.15",988.769848883486,-0.0568038953318595,0.0998577069423401,-0.568848385079173,0.569459035573091,0.950470991857167,"C9orf85"
"ENSG00000267501.1",1.54647563121692,0.887054749532534,1.55939056574511,0.568847066936488,0.56945993018835,NA,"ENSG00000267501"
"ENSG00000261209.1",2.271771626119,-0.818650246739368,1.43933627278882,-0.568769273877309,0.569512729042744,NA,"SULT1C2P2"
"ENSG00000273650.1",3.36294336565625,-0.644862375943237,1.13381669515841,-0.568753643068503,0.569523338096231,NA,"ENSG00000273650"
"ENSG00000259448.3",15.598526376051,-0.26671173192219,0.468960858738863,-0.568729195522703,0.569539931497144,0.950528784852207,"LINC02352"
"ENSG00000255299.5",4.00722713952314,-0.520806619243417,0.915914445168995,-0.568619287522344,0.569614532735424,NA,"ENSG00000255299"
"ENSG00000116237.16",14520.1614451967,0.0418666710064244,0.0736319379175961,0.568593903548739,0.569631763043516,0.950543446339098,"ICMT"
"ENSG00000176148.16",1077.62579258386,0.0785394579870289,0.138144573359938,0.568530895400378,0.56967453322234,0.950543446339098,"TCP11L1"
"ENSG00000265828.1",6.63785156057024,-0.432973876140159,0.761613150201216,-0.568495798721134,0.569698357650606,NA,"MIR3939"
"ENSG00000183655.13",2380.77351276204,0.0515928181358151,0.0907593638773587,0.568457247072946,0.569724527938631,0.950543446339098,"KLHL25"
"ENSG00000290840.1",12.4833873667303,-0.301825757855591,0.531008856537658,-0.568400609781894,0.569762976471743,0.950543446339098,"XGY2"
"ENSG00000290751.1",2.19508458262203,-0.740626181238912,1.3030524972005,-0.568377853409658,0.569778425107401,NA,"TCP10L3"
"ENSG00000137343.18",1489.45694034171,0.0594557183476988,0.104616550245263,0.568320387245715,0.569817438095053,0.950543446339098,"ATAT1"
"ENSG00000139304.16",3.26596940932145,0.584677859555361,1.02878764401578,0.568317342219548,0.569819505356948,NA,"PTPRQ"
"ENSG00000125386.16",2994.30605661668,0.044893655186774,0.0789953910203197,0.568307272195491,0.569826341900696,0.950543446339098,"FAM193A"
"ENSG00000229635.1",2.22542135927884,-0.760889483254151,1.33888728112626,-0.568299881536031,0.569831359447537,NA,"ENSG00000229635"
"ENSG00000264775.1",6.33627177132214,0.43017765797932,0.7571141492041,0.568180714138726,0.569912265556489,NA,"PPIAP14"
"ENSG00000170860.4",5103.03836117423,0.0583920369695398,0.102815589909495,0.567929795675349,0.570082639092718,0.950822812349177,"LSM3"
"ENSG00000167085.14",13420.4695225998,0.0556044610140692,0.0979082297612183,0.567924281234368,0.570086383668637,0.950822812349177,"PHB1"
"ENSG00000291134.1",81.5294284899981,0.126193707241666,0.222245836046482,0.567811345699513,0.570163075015812,0.950838264473082,"WASH2P"
"ENSG00000271537.1",5.03431453246191,0.476124459009062,0.838561263889285,0.56778732754811,0.570179385701504,NA,"ENSG00000271537"
"ENSG00000136709.12",7746.00121034854,-0.0431676852052736,0.0760296541193267,-0.567774320497669,0.570188218860142,0.950838264473082,"WDR33"
"ENSG00000289144.2",1.78350727257974,0.858531145496764,1.51221645551119,0.567730328795124,0.570218094347813,NA,"ENSG00000289144"
"ENSG00000273437.1",7.52815412799381,0.382978895626531,0.674692181295365,0.567634998957949,0.570282836966189,NA,"ENSG00000273437"
"ENSG00000167258.16",9527.71267300905,-0.0530832846288083,0.0935262865742923,-0.567576096230889,0.570322842108668,0.950982675024591,"CDK12"
"ENSG00000108813.12",98.0617884874917,0.135269299028036,0.238355592582126,0.56751048952807,0.570367401985006,0.950982675024591,"DLX4"
"ENSG00000227906.10",24.7680465267736,0.21536559517289,0.379627854870976,0.567307146747928,0.570505522332703,0.951108964690587,"SNAP25-AS1"
"ENSG00000164438.6",6.25556497942583,-0.459518012399193,0.810129154854068,-0.567215745348614,0.570567611818338,NA,"TLX3"
"ENSG00000155903.14",993.939869998414,0.0678036987864212,0.119546810137211,0.567172797907356,0.570596787368876,0.951108964690587,"RASA2"
"ENSG00000267493.4",52.411873892583,-0.162688082839479,0.286857054460871,-0.567139905780739,0.570619132507813,0.951108964690587,"CIRBP-AS1"
"ENSG00000243697.1",10.8823436952248,-0.335512358144522,0.591622900043701,-0.567105090285957,0.570642784733584,0.951108964690587,"RPL7AP63"
"ENSG00000125347.15",1009.14343154085,0.0796660628562672,0.140510219431555,0.566977001235655,0.570729807224422,0.951108964690587,"IRF1"
"ENSG00000288100.1",14.992348624841,0.273358309319283,0.482161790564303,0.566943118821911,0.570752827673324,0.951108964690587,"ENSG00000288100"
"ENSG00000145451.13",13.3723651731596,-0.312544415548809,0.551300643385054,-0.566921913295344,0.570767235394322,0.951108964690587,"GLRA3"
"ENSG00000080573.7",3.54691880273438,0.556003319903756,0.980849951629269,0.566858691260769,0.570810191518575,NA,"COL5A3"
"ENSG00000283064.1",3.51836355071703,0.574248821034252,1.0130562707598,0.566847901354544,0.570817522859281,NA,"H2BC6-AS1"
"ENSG00000233073.2",6.60585473439185,0.423053700428186,0.746391369973648,0.566798756586805,0.570850915471689,NA,"GRM3-AS1"
"ENSG00000219361.1",1.54334596137151,0.883982179728202,1.55966616290693,0.566776532537335,0.570866016450179,NA,"RPSAP72"
"ENSG00000249489.1",1.54334596137151,0.883982179728202,1.55966616290693,0.566776532537335,0.570866016450179,NA,"GAPDHP70"
"ENSG00000270808.1",2.61412294755972,0.719289728979869,1.26941532952413,0.566630725382459,0.570965095403125,NA,"ENSG00000270808"
"ENSG00000136068.16",126703.914077803,0.0536544136544496,0.0946942751629761,0.566606730576967,0.570981401150167,0.951284288940032,"FLNB"
"ENSG00000084693.16",5283.97890032793,-0.0588693337760273,0.103900997527375,-0.566590650494156,0.570992328546087,0.951284288940032,"AGBL5"
"ENSG00000087263.17",5758.76378765674,0.04291515780296,0.0757465378868491,0.566562631114139,0.571011369659716,0.951284288940032,"OGFOD1"
"ENSG00000271264.1",1.05756257624462,-1.12010733079744,1.9775981859645,-0.56639783488229,0.571123366255003,NA,"MZT1P1"
"ENSG00000183607.10",1.05756257624462,-1.12010733079744,1.9775981859645,-0.56639783488229,0.571123366255003,NA,"GKN2"
